@relation semantic-similarity

@attribute paragraphVec REAL
@attribute qGram	REAL
@attribute combinedOntologyMethod	REAL
@attribute class	REAL

@data
0.6427793745867469,0.34632033109664917,0.3058701412,3.0
0.5867822633051205,0.32774674892425537,0.3146589712,1.6
0.6380600470894413,0.29082775115966797,0.2504032205,0.6
0.7900158647767366,0.2774193286895752,0.2352930891,3.6
0.7873178429809335,0.47663551568984985,0.274422876,3.6
0.7096668266451504,0.2383720874786377,0.2418231954,0.8
0.8457303731939965,0.261904776096344,0.2234069876,1.6
0.7607312206755592,0.1650485396385193,0.1696906276,2.4
0.6900104321318543,0.17294901609420776,0.15842545,2.2
0.8137461035833169,0.24497991800308228,0.1643587566,1.2
0.6876912095113344,0.23419201374053955,0.1720465626,1.6
0.7976555350338919,0.4837545156478882,0.2275076721,2.4
0.5573362476810096,0.18103450536727905,0.1701199384,1.2
0.6941780079695961,0.23236513137817383,0.3744685238,3.0
0.45307332973020265,0.18925833702087402,0.1412293605,0.6
0.8371479224095358,0.2846153974533081,0.3562648246,1.8
0.7943758406777277,0.3614457845687866,0.3006454817,3.2
0.7884308417034812,0.38695651292800903,0.3789694792,3.0
0.8583420275575101,0.5026454925537109,0.6024844385,3.8
0.8039676459392767,0.16615384817123413,0.1815289751,2.2
0.7943839156196695,0.40589195489883423,0.3289807775,3.6
0.6721724428626414,0.39867109060287476,0.3607632179,2.6
0.8284794001863824,0.28136879205703735,0.3723767718,3.8
0.7730033683089802,0.3610108494758606,0.3433385103,3.2
0.5915632382128491,0.11842107772827148,0.1306077073,0.0
0.46578835398920765,0.10210210084915161,0.132389347,0.0
0.4962592272186961,0.16961133480072021,0.1915088814,0.2
0.36876856813488984,0.21195650100708008,0.1675336544,0.0
0.6268581453774345,0.12371134757995605,0.1003279282,0.2
0.553159224162066,0.19075143337249756,0.0882079458,0.2
0.7236696132413268,0.12612611055374146,0.3079085199,1.8
0.5799368037089353,0.15176153182983398,0.1643771735,1.6
0.5665426205851415,0.15753424167633057,0.1491531036,1.4
0.6883694222041855,0.21201413869857788,0.199473218,1.8
0.5348448409789766,0.18649518489837646,0.1013105788,0.0
0.6612236331979503,0.28340083360671997,0.2558277023,1.0
0.6446858764164479,0.2875399589538574,0.4364119908,2.4
0.6913214381331574,0.11398965120315552,0.1420173649,1.2
0.7650178143339215,0.27557408809661865,0.2326799127,1.8
0.8818514506647459,0.3519313335418701,0.207914156,2.6
0.8052617914017068,0.30909091234207153,0.2725306753,1.2
0.6328844041380243,0.1764705777168274,0.1287085768,0.2
0.5433089717365185,0.07865166664123535,0.1192665574,0.2
0.5124597772867513,0.15249264240264893,0.1043540686,0.4
0.5881849059856001,0.10483872890472412,0.0,0.2
0.439421848676411,0.14432990550994873,0.1139733814,0.2
0.528201197265366,0.11356467008590698,0.1251996596,0.0
0.6237675045973066,0.18039214611053467,0.0955902631,0.2
0.6120403067670136,0.1307692527770996,0.0600750787,0.2
0.6424286358980328,0.15730339288711548,0.095700129,1.6
0.7731980231689016,0.24000000953674316,0.2025195774,2.8
0.6702691353802847,0.14022141695022583,0.1718773312,1.8
0.9259089076589906,0.6289308071136475,0.3779359138,4.0
0.736694067091362,0.22641509771347046,0.2374678719,2.4
0.8357926411047971,0.2977346181869507,0.3070846236,3.2
0.7975664065816759,0.1352941393852234,0.2270351411,1.4
0.7056361786399081,0.27755099534988403,0.0760700763,2.2
0.7426751336892177,0.395061731338501,0.3147637031,3.4
0.7409986552301153,0.01449275016784668,0.0924398767,1.6
