@relation semantic-similarity

@attribute paragraphVec REAL
@attribute qGram	REAL
@attribute combinedOntologyMethod	REAL
@attribute class	REAL

@data
0.6427793745867469,0.34632033109664917,0.2770846429,3.0
0.5867822633051205,0.32774674892425537,0.2844900242,1.6
0.6380600470894413,0.29082775115966797,0.2638057416,0.6
0.7900158647767366,0.2774193286895752,0.3340511622,3.6
0.7873178429809335,0.47663551568984985,0.3175984426,3.6
0.7096668266451504,0.2383720874786377,0.3007556568,0.8
0.8457303731939965,0.261904776096344,0.3174059979,1.6
0.7607312206755592,0.1650485396385193,0.2167746432,2.4
0.6900104321318543,0.17294901609420776,0.2102161728,2.2
0.8137461035833169,0.24497991800308228,0.2446176289,1.2
0.6876912095113344,0.23419201374053955,0.1924615291,1.6
0.7976555350338919,0.4837545156478882,0.3075531046,2.4
0.5573362476810096,0.18103450536727905,0.1582636635,1.2
0.6941780079695961,0.23236513137817383,0.3725613661,3.0
0.45307332973020265,0.18925833702087402,0.2187629435,0.6
0.8371479224095358,0.2846153974533081,0.4256989634,1.8
0.7943758406777277,0.3614457845687866,0.4546819642,3.2
0.7884308417034812,0.38695651292800903,0.3590884213,3.0
0.8583420275575101,0.5026454925537109,0.575208644,3.8
0.8039676459392767,0.16615384817123413,0.2773284333,2.2
0.7943839156196695,0.40589195489883423,0.3793120962,3.6
0.6721724428626414,0.39867109060287476,0.4003036539,2.6
0.8284794001863824,0.28136879205703735,0.3610686014,3.8
0.7730033683089802,0.3610108494758606,0.4101683388,3.2
0.5915632382128491,0.11842107772827148,0.2350931112,0.0
0.46578835398920765,0.10210210084915161,0.159783936,0.0
0.4962592272186961,0.16961133480072021,0.2803867725,0.2
0.36876856813488984,0.21195650100708008,0.2564909348,0.0
0.6268581453774345,0.12371134757995605,0.1190763334,0.2
0.553159224162066,0.19075143337249756,0.1697699623,0.2
0.7236696132413268,0.12612611055374146,0.2914288304,1.8
0.5799368037089353,0.15176153182983398,0.1750337376,1.6
0.5665426205851415,0.15753424167633057,0.1490787778,1.4
0.6883694222041855,0.21201413869857788,0.1751279021,1.8
0.5348448409789766,0.18649518489837646,0.2652484188,0.0
0.6612236331979503,0.28340083360671997,0.2703669219,1.0
0.6446858764164479,0.2875399589538574,0.3790704497,2.4
0.6913214381331574,0.11398965120315552,0.1634746253,1.2
0.7650178143339215,0.27557408809661865,0.3297811854,1.8
0.8818514506647459,0.3519313335418701,0.4104178297,2.6
0.8052617914017068,0.30909091234207153,0.4287248534,1.2
0.6328844041380243,0.1764705777168274,0.1717101418,0.2
0.5433089717365185,0.07865166664123535,0.1133892595,0.2
0.5124597772867513,0.15249264240264893,0.1899204832,0.4
0.5881849059856001,0.10483872890472412,0.1297931998,0.2
0.439421848676411,0.14432990550994873,0.1766715009,0.2
0.528201197265366,0.11356467008590698,0.1277381146,0.0
0.6237675045973066,0.18039214611053467,0.3213656556,0.2
0.6120403067670136,0.1307692527770996,0.1541818332,0.2
0.6424286358980328,0.15730339288711548,0.0737048472,1.6
0.7731980231689016,0.24000000953674316,0.2326234854,2.8
0.6702691353802847,0.14022141695022583,0.2475768539,1.8
0.9259089076589906,0.6289308071136475,0.3764335631,4.0
0.736694067091362,0.22641509771347046,0.3554456039,2.4
0.8357926411047971,0.2977346181869507,0.4504015523,3.2
0.7975664065816759,0.1352941393852234,0.3260114674,1.4
0.7056361786399081,0.27755099534988403,0.1906188466,2.2
0.7426751336892177,0.395061731338501,0.3263395916,3.4
0.7409986552301153,0.01449275016784668,0.0842374551,1.6
